Id,activity_date,TotalSteps,TotalDistance,Calories,step_engagement_level
2873212765,,5290,3.54999995231628,1724,Moderate
2873212765,,7497,5.03999996185303,1741,Moderate
2873212765,,0,0,0,Low
2891001357,,0,0,1920,Low
2891001357,,0,0,4562,Low
2891001357,,4126,3.22000002861023,2881,Low
2891001357,,2063,1.61000001430511,1144,Low
3372868164,,5785,3.95000004768372,1852,Moderate
3372868164,,7625,5.23000001907349,2069,Moderate
3372868164,,4706,3.21000003814697,1816,Low
3372868164,,5861,4.01999998092651,1878,Moderate
3372868164,,4460,3.03999996185303,1787,Low
3372868164,,6406,4.3899998664856,2010,Moderate
3372868164,,7392,5.09999990463257,2038,Moderate
3372868164,,5551,3.78999996185303,1815,Moderate
3372868164,,8827,6.25,2062,Moderate
3372868164,,4662,3.1800000667572,1276,Low
3977333714,,4499,3.00999999046326,1288,Low
3977333714,,7618,5.09999990463257,1490,Moderate
3977333714,,11508,7.69999980926514,1630,Low
3977333714,,11943,7.98999977111816,1648,Low
3977333714,,12303,8.22999954223633,1649,Low
3977333714,,15425,10.3199996948242,1783,Low
3977333714,,8422,5.63000011444092,1431,Moderate
3977333714,,10226,6.84000015258789,1524,Low
3977333714,,14583,9.76000022888184,1697,Low
3977333714,,3573,2.39000010490417,1232,Low
3977333714,,3108,2.14000010490417,1223,Low
3977333714,,759,0.569999992847443,182,Moderate
4020332650,,5543,3.97000002861023,2990,Moderate
4020332650,,3226,2.30999994277954,2480,Low
4020332650,,3023,2.17000007629395,2570,Low
4020332650,,5906,4.23000001907349,3016,Moderate
4020332650,,12483,8.98999977111816,3830,Low
4020332650,,8940,6.40999984741211,3706,Moderate
4020332650,,368,0.259999990463257,2024,Low
4020332650,,5702,4.09000015258789,2980,Moderate
4020332650,,10330,7.40999984741211,3728,Low
4020332650,,8778,6.28999996185303,3348,Moderate
4020332650,,6662,4.78000020980835,3162,Moderate
4020332650,,6309,4.51999998092651,3140,Moderate
4020332650,,1951,1.4099999666214,1980,Low
4020332650,,5563,3.99000000953674,3681,Moderate
4020332650,,4370,3.13000011444092,3444,Low
4020332650,,7144,5.11999988555908,3510,Moderate
4020332650,,2106,1.50999999046326,4010,Low
4020332650,,4152,2.98000001907349,2976,Low
4020332650,,5400,3.86999988555908,3418,Moderate
4020332650,,7428,5.32999992370605,3439,Moderate
4020332650,,5351,3.83999991416931,3338,Moderate
4020332650,,4299,3.09999990463257,2892,Low
4020332650,,6107,4.38000011444092,3313,Moderate
4020332650,,6429,4.59999990463257,3118,Moderate
4020332650,,6880,4.92999982833862,2966,Moderate
4020332650,,7476,5.3600001335144,3253,Moderate
4020332650,,6581,4.71999979019165,3032,Moderate
4020332650,,10480,7.51000022888184,4034,Low
4020332650,,7734,5.55000019073486,3264,Moderate
4020332650,,5129,3.6800000667572,2817,Moderate
4020332650,,2993,2.15000009536743,2507,Low
4020332650,,8,0.00999999977648258,446,Moderate
4057192912,,0,0,1777,Low
4057192912,,8433,6.23000001907349,2453,Moderate
4057192912,,0,0,1776,Low
4057192912,,2139,1.55999994277954,1935,Low
4057192912,,949,0.689999997615814,1870,Moderate
4057192912,,44,0.0299999993294477,1782,Low
4057192912,,2660,1.94000005722046,1978,Low
4057192912,,5561,4.19000005722046,2296,Moderate
4057192912,,7239,5.34000015258789,2484,Moderate
4057192912,,7,0.00999999977648258,1787,Moderate
4057192912,,2275,1.67999994754791,2005,Low
4057192912,,8,0.00999999977648258,1778,Moderate
4057192912,,5137,3.75999999046326,2293,Moderate
4057192912,,5419,4,2259,Moderate
4057192912,,18,0.00999999977648258,1780,Low
4057192912,,4,0,1778,Low
4057192912,,8426,6.15999984741211,2360,Moderate
4057192912,,1650,1.21000003814697,1952,Low
4057192912,,3434,2.50999999046326,2101,Low
4057192912,,6801,4.98000001907349,2393,Moderate
4057192912,,187,0.140000000596046,538,Low
4319703577,,5643,3.78999996185303,1958,Moderate
4319703577,,9043,6.07000017166138,2141,Moderate
4319703577,,8144,5.46000003814697,2129,Moderate
4319703577,,9343,6.26999998092651,2216,Moderate
4319703577,,8405,5.65999984741211,2154,Moderate
4319703577,,8223,5.51999998092651,2178,Moderate
4319703577,,10067,6.76000022888184,2308,Low
4319703577,,8359,5.63000011444092,2201,Moderate
4319703577,,10946,7.34999990463257,2341,Low
4319703577,,9130,6.15000009536743,2236,Moderate
4319703577,,6544,4.40999984741211,2069,Moderate
4319703577,,0,0,0,Low
4388161847,,0,0,1878,Low
4388161847,,0,0,1296,Low
4445114986,,2303,1.54999995231628,2010,Low
4445114986,,2600,1.74000000953674,2032,Low
4445114986,,4804,3.22000002861023,2227,Low
4445114986,,3271,2.19000005722046,2133,Low
4445114986,,5406,3.63000011444092,2317,Moderate
4445114986,,3146,2.10999989509583,2058,Low
4445114986,,2422,1.62999999523163,1935,Low
4445114986,,4239,2.83999991416931,2217,Low
4445114986,,6911,4.78000020980835,2374,Moderate
4445114986,,6667,4.6100001335144,2335,Moderate
4445114986,,5543,3.72000002861023,2303,Moderate
4445114986,,4195,2.80999994277954,2210,Low
4445114986,,6625,4.44999980926514,2424,Moderate
4445114986,,5986,4.13000011444092,2297,Moderate
4445114986,,278,0.189999997615814,745,Low
4558609924,,5336,3.52999997138977,1902,Moderate
4558609924,,3183,2.09999990463257,1680,Low
4558609924,,6176,4.07999992370605,1901,Moderate
4558609924,,8205,5.42000007629395,2078,Moderate
4558609924,,6799,4.48999977111816,1876,Moderate
4558609924,,5668,3.75,1853,Moderate
4558609924,,7998,5.28999996185303,2235,Moderate
4558609924,,4195,2.76999998092651,1778,Low
4558609924,,5512,3.64000010490417,1882,Moderate
4558609924,,6263,4.1399998664856,1906,Moderate
4558609924,,8828,5.84000015258789,2149,Moderate
4558609924,,1260,0.829999983310699,722,Low
4702921684,,6506,5.28000020980835,2886,Moderate
4702921684,,7583,6.15000009536743,2915,Moderate
4702921684,,6963,5.65000009536743,2895,Moderate
4702921684,,7165,5.80999994277954,2923,Moderate
4702921684,,10328,8.38000011444092,3323,Low
4702921684,,12116,9.82999992370605,3357,Low
4702921684,,7810,6.3600001335144,2931,Moderate
4702921684,,6670,5.40999984741211,2848,Moderate
4702921684,,7605,6.17999982833862,2943,Moderate
4702921684,,6585,5.34000015258789,2822,Moderate
4702921684,,8184,6.6399998664856,2981,Moderate
4702921684,,14002,11.3599996566772,3597,Low
4702921684,,11135,9.02999973297119,3224,Low
4702921684,,6499,5.26999998092651,2677,Moderate
4702921684,,0,0,0,Low
5553957443,,12409,8.10000038146973,2142,Low
5553957443,,2937,1.91999995708466,1615,Low
5553957443,,1515,0.990000009536743,1481,Low
5553957443,,8921,5.88000011444092,1892,Moderate
5553957443,,11306,7.38000011444092,2086,Low
5553957443,,12252,8,2044,Low
5553957443,,15444,10.0799999237061,2249,Low
5553957443,,9938,6.48999977111816,2019,Moderate
5553957443,,4599,3,1692,Low
5553957443,,5594,3.65000009536743,1712,Moderate
5553957443,,11906,7.76999998092651,2065,Low
5553957443,,3436,2.24000000953674,633,Low
5577150313,,10461,7.86999988555908,3625,Low
5577150313,,14873,11.1099996566772,4430,Low
5577150313,,9917,7.40999984741211,3427,Moderate
5577150313,,7401,5.55999994277954,3492,Moderate
5577150313,,8964,6.69999980926514,3597,Moderate
5577150313,,11080,8.30000019073486,3765,Low
5577150313,,4499,3.35999989509583,2775,Low
5577150313,,4363,3.25999999046326,2486,Low
5577150313,,10494,7.84000015258789,3817,Low
5577150313,,9776,7.38000011444092,3378,Moderate
5577150313,,2862,2.14000010490417,1511,Low
6117666160,,7444,5.61999988555908,2210,Moderate
6117666160,,19658,14.8400001525879,2884,Low
6117666160,,0,0,1496,Low
6117666160,,8468,6.3899998664856,2262,Moderate
6117666160,,9910,7.48000001907349,2445,Moderate
6117666160,,12409,9.36999988555908,2694,Low
6117666160,,4853,3.66000008583069,1903,Low
6117666160,,8955,6.76000022888184,2482,Moderate
6117666160,,10789,8.14999961853027,2617,Low
6117666160,,0,0,0,Low
6290855005,,6633,5.01000022888184,2778,Moderate
6290855005,,9548,7.21999979019165,3119,Moderate
6290855005,,0,0,2664,Low
6290855005,,0,0,2060,Low
6290855005,,0,0,735,Low
6391747486,,0,0,1820,Low
6391747486,,2101,2.02999997138977,2224,Low
6391747486,,9766,7.51000022888184,2442,Moderate
6391747486,,165,0.129999995231628,1849,Low
6391747486,,0,0,1822,Low
6391747486,,0,0,251,Low
6775888955,,7225,5.17999982833862,3065,Moderate
6775888955,,1988,1.42999994754791,2207,Low
6775888955,,1577,1.12999999523163,1977,Low
6775888955,,0,0,1841,Low
6775888955,,9348,6.69999980926514,4286,Moderate
6775888955,,11761,8.43000030517578,3920,Low
6775888955,,13987,10.0299997329712,3856,Low
6775888955,,4131,2.96000003814697,2584,Low
6775888955,,14,0.00999999977648258,787,Low
6962181067,,15491,10.2399997711182,2244,Low
6962181067,,14097,9.31999969482422,2188,Low
6962181067,,10467,6.98000001907349,2014,Low
6962181067,,12437,8.30000019073486,2115,Low
6962181067,,12307,8.14000034332275,2055,Low
6962181067,,18952,12.8000001907349,2437,Low
6962181067,,12010,7.94000005722046,2158,Low
6962181067,,12480,8.85999965667725,2170,Low
6962181067,,13417,9.64999961853027,2244,Low
6962181067,,14400,10.8800001144409,2188,Low
6962181067,,12495,8.26000022888184,2231,Low
6962181067,,10148,6.71000003814697,2100,Low
6962181067,,12362,9.09000015258789,2188,Low
6962181067,,5893,3.90000009536743,917,Moderate
7007744171,,11680,9.0600004196167,2573,Low
7007744171,,10976,7.34000015258789,2575,Low
7007744171,,16806,11.2399997711182,3086,Low
7007744171,,15266,11.3999996185303,2886,Low
7007744171,,12084,9.14000034332275,2676,Low
7007744171,,13513,10.25,2811,Low
7007744171,,14100,10.5799999237061,2840,Low
7007744171,,12627,9.64999961853027,2871,Low
7007744171,,10345,6.92000007629395,2613,Low
7007744171,,10146,6.78999996185303,2700,Low
7007744171,,12168,8.14000034332275,2871,Low
7007744171,,7413,5.76999998092651,1023,Moderate
7086361926,,11463,7.67000007629395,2496,Low
7086361926,,87,0.0199999995529652,1641,Moderate
7086361926,,1949,1.30999994277954,1794,Low
7086361926,,6101,3.86999988555908,2421,Moderate
7086361926,,7478,4.98999977111816,2439,Moderate
7086361926,,7352,4.73000001907349,2233,Moderate
7086361926,,14604,10.8199996948242,2862,Low
7086361926,,9634,6.51999998092651,2752,Moderate
7086361926,,7338,4.67000007629395,2519,Moderate
7086361926,,569,0.349999994039536,1799,Moderate
7086361926,,6242,3.92000007629395,2543,Moderate
7086361926,,430,0.259999990463257,625,Low
8053475328,,20188,15.6199998855591,3377,Low
8053475328,,25701,20.1399993896484,3697,Low
8053475328,,17395,13.210000038147,3209,Low
8053475328,,17167,13.4099998474121,3167,Low
8053475328,,16435,12.4200000762939,3122,Low
8053475328,,17078,13.1999998092651,3176,Low
8053475328,,11693,9.53999996185303,2790,Low
8053475328,,11159,9.14000034332275,2715,Low
8053475328,,10118,7.73000001907349,2684,Low
8053475328,,16064,12.7200002670288,3097,Low
8053475328,,290,0.209999993443489,791,Low
8253242879,,0,0,1429,Low
8253242879,,1931,1.27999997138977,1607,Low
8253242879,,5181,3.42000007629395,1776,Moderate
8253242879,,12026,9.14999961853027,2162,Low
8253242879,,5360,3.53999996185303,1832,Moderate
8253242879,,2545,1.67999994754791,1657,Low
8253242879,,1636,1.08000004291534,1377,Low
8253242879,,0,0,0,Low
8378563200,,14179,11.2399997711182,3669,Low
8378563200,,3358,2.66000008583069,2702,Low
8378563200,,9152,7.26000022888184,3304,Moderate
8378563200,,13935,11.0500001907349,4234,Low
8378563200,,12846,10.1899995803833,4128,Low
8378563200,,9124,7.23999977111816,3798,Moderate
8378563200,,9725,7.71000003814697,3839,Moderate
8378563200,,8350,6.61999988555908,3713,Moderate
8378563200,,2240,1.77999997138977,2606,Low
8378563200,,2631,2.08999991416931,2624,Low
8378563200,,8837,7.01000022888184,3775,Moderate
8378563200,,3246,2.5699999332428,1882,Low
8583815059,,2174,1.70000004768372,2360,Low
8583815059,,3494,2.73000001907349,2517,Low
8583815059,,2380,1.86000001430511,2400,Low
8583815059,,3159,2.46000003814697,2462,Low
8583815059,,6835,5.32999992370605,2786,Moderate
8583815059,,2098,1.63999998569489,2354,Low
8583815059,,2816,2.20000004768372,2437,Low
8583815059,,1408,1.10000002384186,1814,Low
8792009665,,4592,2.94000005722046,2260,Low
8792009665,,8452,5.40999984741211,3004,Moderate
8792009665,,7238,4.63000011444092,2667,Moderate
8792009665,,3821,2.45000004768372,2229,Low
8792009665,,2332,1.49000000953674,2100,Low
8792009665,,2121,1.36000001430511,2114,Low
8792009665,,1291,0.829999983310699,1961,Low
8792009665,,1467,0.939999997615814,1953,Low
8792009665,,1022,0.649999976158142,1890,Low
8792009665,,4605,2.95000004768372,2253,Low
8792009665,,178,0.109999999403954,1725,Low
8792009665,,20,0.00999999977648258,728,Low
8877689391,,18700,15.8199996948242,3527,Low
8877689391,,27572,23.3899993896484,4220,Low
8877689391,,15260,8.1899995803833,3864,Low
8877689391,,20779,18.4099998474121,3662,Low
8877689391,,10695,8.11999988555908,2834,Low
8877689391,,24136,20.9099998474121,4039,Low
8877689391,,10910,8.42000007629395,2947,Low
8877689391,,23014,20.3899993896484,4196,Low
8877689391,,16470,8.06999969482422,3841,Low
8877689391,,28497,27.5300006866455,4526,Low
8877689391,,10622,8.0600004196167,2820,Low
8877689391,,2350,1.77999997138977,938,Low
Id,,TotalSteps,TotalDistance,Calories,High
